Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km),Bemerkungen
bmw,BMW 328,schwarz,07/2013,2013,13950,180,245,Schaltgetriebe,Benzin,"7,1 l/100 km",168 g/km,155000.0,i xDrive*Klimaaut*Navi*A el AHK*Xenon*PDC*LM
hyundai,Hyundai iX35,schwarz,08/2010,2010,11490,120,163,Automatik,Benzin,"7,5 l/100 km",177 g/km,91000.0,2.0 Style 2WD
nissan,Nissan Juke,schwarz,09/2017,2017,12600,157,213,Automatik,Benzin,"7,4 l/100 km",175 g/km,25320.0,"Nismo RS 4x4 Standheizung,Automatik 213 PS"
opel,Opel Corsa,silber,05/2004,2004,2111,51,69,Schaltgetriebe,Diesel,,- (g/km),150000.0,1.3 CDTI
volkswagen,Volkswagen T-Cross,silber,06/2023,2023,27990,81,110,Automatik,Benzin,5 l/100 km,114 g/km,100.0,"1,0 TSI Style KAMERA TRAVEL ASSIST"
ford,Ford Ranger,weiß,06/2023,2023,44390,151,205,Automatik,Diesel,"8,8 l/100 km",230 g/km,10.0,Wildtrak 2.0 *NEUES MODELL*NAVI*CAM*LED*
opel,Opel Corsa,grau,07/2019,2019,18490,51,69,Schaltgetriebe,Benzin,"5,6 l/100 km",- (g/km),38000.0,Corsa 1.2 120 Jahre
citroen,Citroen Berlingo,weiß,10/2017,2017,11698,72,98,Schaltgetriebe,Benzin,"6,5 l/100 km",154 g/km,55000.0,Kasten 1.6 BlueHDi Business 1.H/EURO 6
renault,Renault Twingo,weiß,12/2011,2011,5980,55,75,Schaltgetriebe,Benzin,,- (g/km),132000.0,Twingo 1.2 LEV 16V 75 Yahoo!
mitsubishi,Mitsubishi Space Star,rot,05/2020,2020,12200,52,71,Schaltgetriebe,Benzin,4 l/100 km,92 g/km,9847.0,"Intro Edition, KLIMA, WERKSGARANTIE"
ford,Ford Puma,silber,01/2023,2023,26950,92,125,Automatik,Benzin,"5,7 l/100 km",130 g/km,15.0,1.0 EcoBoost MHEV Autom. Titanium / Kessy
opel,Opel Corsa,blau,06/2009,2009,8999,66,90,Automatik,Benzin,"6,9 l/100 km",166 g/km,61860.0,"Innovation ""110 Jahre"" !! BEHINDERTENUMBAU !!"
skoda,Skoda Octavia,weiß,05/2019,2019,13999,85,116,Schaltgetriebe,Diesel,"4,1 l/100 km",106 g/km,100000.0,Combi Ambition NAVI PDC APPLECARPLAY
bmw,BMW 530,schwarz,07/2001,2001,14999,171,232,Automatik,Benzin,,- (g/km),168288.0,Ci
hyundai,Hyundai SANTA FE,weiß,07/2014,2014,15500,145,197,Schaltgetriebe,Diesel,"6,1 l/100 km",159 g/km,75850.0,2.2 CRDI 4WD Premium
bmw,BMW X3,grau,03/2021,2021,52888,215,292,Automatik,Hybrid,,41 km Reichweite,42801.0,xDrive30e M Sport Navi LED HUD ACC Leder DAB
skoda,Skoda Superb,weiß,06/2017,2017,13800,140,190,Automatik,Diesel,"4,6 l/100 km",119 g/km,255000.0,Combi 2.0TDI DSG Style Green tec Navi|ACC
volvo,Volvo XC60,silber,03/2019,2019,41111,288,392,Automatik,Hybrid,"2,4 l/100 km",54 g/km,73600.0,R-Design AWD T6 EU6d-T Allrad HUD Navi digitales C
skoda,Skoda Superb,weiß,03/2017,2017,14900,110,150,Schaltgetriebe,Diesel,,0 g/km,165226.0,2.0TDI STYLE/NAVI/XENON/SCHEKCHEFT/1.HAND
seat,SEAT Leon,grau,01/2019,2019,23900,221,300,Automatik,Benzin,"7,2 l/100 km",171 g/km,131649.0,Cupra 4x4 ACC SportP TeiLeder LED PDC Navi
hyundai,Hyundai H-1,weiß,07/2014,2014,10880,85,116,Schaltgetriebe,Diesel,"7,6 l/100 km",201 g/km,75837.0,"2.5 CRDi CARGO 3SITZE,2xSCHIEBETUER,RADIO,SH"
ford,Ford S-Max,blau,05/2009,2009,4999,118,160,Automatik,Benzin,"9,7 l/100 km",230 g/km,221000.0,Turnier Style
ford,Ford Kuga,silber,08/2020,2020,18440,165,224,Automatik,Hybrid,,56 km Reichweite,29800.0,2.5 Duratec PHEV ST-LINE X
volkswagen,Volkswagen Polo,grau,06/2015,2015,8800,66,90,Schaltgetriebe,Diesel,"3,4 l/100 km",- (g/km),83207.0,Polo V 1.4 TDI Blue Motion Technology Lounge
ferrari,Ferrari California,schwarz,09/2017,2017,169900,412,560,Halbautomatik,Benzin,,- (g/km),9300.0,T Handling Speciale Paket
audi,Audi A5,grau,08/2015,2015,17000,140,190,Schaltgetriebe,Diesel,"4,6 l/100 km",- (g/km),87600.0,2.0 TDI Sportback (clean diesel) DPF
audi,Audi A3,silber,05/2016,2016,15800,110,150,Automatik,Benzin,"4,9 l/100 km",- (g/km),87000.0,"1.4 TFSI ultra (cod), Sportback, S-Tronic"
mercedes-benz,Mercedes-Benz GLS 350,schwarz,06/2018,2018,38490,190,258,Automatik,Diesel,8 l/100 km,203 g/km,79987.0,d 4M AMG NIGHT 7SITZ+PANO+AHK+AIRMATIC+
mercedes-benz,Mercedes-Benz SLS,silber,07/2011,2011,193900,420,571,Automatik,Benzin,"13,2 l/100 km",308 g/km,10730.0,Roadster ALUBEAM KAMERA B&O CARBON EXCLU
volkswagen,Volkswagen Tiguan,braun,09/2022,2022,31630,96,131,Schaltgetriebe,Benzin,"5,7 l/100 km",129 g/km,6944.0,1.5 TSI Life *AHK*LED*Navi*ACC*
ssangyong,SsangYong REXTON,grau,03/2023,2023,49990,149,203,Automatik,Diesel,"7,5 l/100 km",198 g/km,100.0,"e-XDi 220 Sapphire Elegance Alu 20"" Navi Leder"
audi,Audi Q3,blau,04/2022,2022,73988,147,200,Automatik,Diesel,"6,3 l/100 km",165 g/km,15400.0,40 TDI quattro S tronic advanced SpurH
opel,Opel Corsa,weiß,10/2013,2013,4980,51,69,Schaltgetriebe,Benzin,"5,5 l/100 km",130 g/km,133000.0,D Selection*Klima*Radio-CD*Isofix*TÜV NEU*
ford,Ford Fiesta,silber,03/2006,2006,2990,59,80,Automatik,Benzin,"6,6 l/100 km",157 g/km,163000.0,"Fun,Automatik,Tüv-Neu,Einparkhilfe,Ahk"
opel,Opel Astra,grau,09/2015,2015,9380,81,110,Schaltgetriebe,Diesel,"3,7 l/100 km",98 g/km,130000.0,J Edition/Tempomat/Sitzheizung/Euro6
audi,Audi A4,schwarz,10/2014,2014,16499,110,150,Automatik,Diesel,"4,7 l/100 km",124 g/km,109000.0,Avant 2.0 TDI DPF
opel,Opel Insignia,silber,10/2014,2014,11980,120,163,Schaltgetriebe,Diesel,"4,5 l/100 km",119 g/km,94070.0,2.0 CDTI Sports Tourer ecoFLEXStart/Stop OPC Line
ford,Ford Focus,braun,12/2013,2013,8990,92,125,Schaltgetriebe,Benzin,"5,1 l/100 km",121 g/km,122152.0,Turnier Titanium
bmw,BMW 520,schwarz,03/2011,2011,9990,135,184,Schaltgetriebe,Diesel,"4,9 l/100 km",130 g/km,174000.0,d  Touring / 2.Hand / NAVI / XENON
nissan,Nissan Qashqai,blau,03/2023,2023,28278,103,140,Schaltgetriebe,Benzin,"6,4 l/100 km",144 g/km,10.0,1.3 DIG-T 140 N-Connecta Nav WinterP 18Z
mercedes-benz,Mercedes-Benz C 180,blau,11/2014,2014,20900,115,156,Automatik,Benzin,"7,9 l/100 km",187 g/km,68990.0,T KLIMA PDC AHK SHZ PTS NAVIGATION LED
bmw,BMW 520,grau,07/2017,2017,22750,140,190,Schaltgetriebe,Diesel,"4,2 l/100 km",109 g/km,135344.0,d Sport Line SHADOW+PROF+LED+SHZ+LEDER+TEMP+M
mercedes-benz,Mercedes-Benz C 300,blau,07/2018,2018,38500,180,245,Automatik,Benzin,"6,3 l/100 km",143 g/km,48000.0,Coupe 9G-TRONIC AMG Line
skoda,Skoda Octavia,silber,05/2023,2023,36990,110,150,Automatik,Benzin,"6,7 l/100 km",150 g/km,15.0,IV Combi 1.5 TSI e-TEC DSG Style Navi e.Hk MatrixL
opel,Opel Zafira,grau,07/2017,2017,17485,103,140,Schaltgetriebe,Benzin,"6,2 l/100 km",143 g/km,51577.0,C Innovation 1.4 Turbo NAVI+ASSISTENZPAK.
opel,Opel Corsa,blau,12/2018,2018,13688,74,101,Schaltgetriebe,Benzin,"5,5 l/100 km",125 g/km,38500.0,E 1.4 T 100 SHZ PDC Temp SolarP 17Z Klima
volkswagen,Volkswagen Golf Plus,silber,10/2008,2008,9000,103,140,Automatik,Diesel,"5,8 l/100 km",153 g/km,176000.0,2.0 TDI DPF United
toyota,Toyota C-HR,schwarz,11/2022,2022,37790,135,184,Automatik,Hybrid,4 l/100 km,92 g/km,5.0,2.0 Hybrid GR Sport Black Edition 19Zoll LED JBL N
hyundai,Hyundai SANTA FE,grau,09/2021,2021,51870,132,179,Automatik,Hybrid,,58 km Reichweite,33034.0,Signature Plug-In Hybrid 1.6 T-GDI - Leder+360Grad
hyundai,Hyundai IONIQ,schwarz,03/2018,2018,20900,77,105,Automatik,Hybrid,- (l/100 km),- (g/km),50001.0,Plug-in-Hybrid Automatik *BIXENON*NAVI*
hyundai,Hyundai iX20,weiß,09/2017,2017,13490,66,90,Schaltgetriebe,Benzin,"5,6 l/100 km",130 g/km,33001.0,blue 1.4 RDC Alarm Klima CD AUX USB MP3 ESP MAL Se
bmw,BMW 750,grau,07/2022,2022,74990,390,530,Automatik,Benzin,"9,5 l/100 km",216 g/km,25484.0,i xDrive Massage*TV*360 Kamera*Glasdach*Sitzbelüft
bmw,BMW X3 M,blau,03/2018,2018,40890,265,360,Automatik,Benzin,"8,2 l/100 km",188 g/km,136452.0,"i Sitzlüft, Sthz, AHK, TV, Pano, 1. Hand"
volkswagen,Volkswagen Crafter,weiß,09/2014,2014,39000,59,80,keine Angabe,Diesel,,- (g/km),125000.0,Camper
seat,SEAT Ibiza,,07/2013,2013,5300,51,69,Schaltgetriebe,Benzin,"5,4 l/100 km",128 g/km,150000.0,SC Style Salsa NAVI
citroen,Citroen Berlingo,schwarz,10/2010,2010,7000,88,120,Schaltgetriebe,Benzin,"7,3 l/100 km",- (g/km),230000.0,Berlingo VTi 120 Multispace
audi,Audi A6,schwarz,07/2014,2014,29999,230,313,Automatik,Diesel,"6,4 l/100 km",170 g/km,117779.0,Avant 3.0 TDI quattro*S-LINE*HEAD-UP*ACC*360°
mercedes-benz,Mercedes-Benz E 350,schwarz,11/2018,2018,34900,210,286,Automatik,Diesel,"6,8 l/100 km",177 g/km,160000.0,d T-Modell AVANTGARDE*AHK*PANO*PARK-PAKET Autom.
volkswagen,Volkswagen Passat Variant,blau,01/2006,2006,2950,103,140,Schaltgetriebe,Diesel,"5,9 l/100 km",159 g/km,303000.0,Highline *2-HAND*KLIMA*LEDER*AHK*EU-4*SCHECKHEFT*
toyota,Toyota Yaris Cross,rot,06/2023,2023,29990,68,92,Automatik,Hybrid,"4,5 l/100 km",102 g/km,11.0,Hybrid 1.5 VVT-i Team Deutschland
renault,Renault Talisman,bronze,05/2020,2020,29950,165,224,Automatik,Benzin,"7,4 l/100 km",169 g/km,29500.0,Grandtour TCe 225 EDC GPF INITIALE PARIS
mitsubishi,Mitsubishi Outlander,weiß,06/2019,2019,23240,99,135,Automatik,Hybrid,,45 km Reichweite,103500.0,"PHEV 2.4 PLUS Intro LED,360°Kam,AHK abnehmbar"
volkswagen,Volkswagen up!,gelb,06/2019,2019,7999,44,60,Schaltgetriebe,Benzin,"4,2 l/100 km",95 g/km,85500.0,move BMT/Start-Stopp (122/BL2)
fiat,Fiat 500,weiß,02/2018,2018,12524,51,69,Schaltgetriebe,Benzin,,- (g/km),41600.0,CABRIO LOUNGE+START/STOP+TEMPOMAT+MULTIFUNKTIONSLE
seat,SEAT Ateca,grau,05/2020,2020,21869,110,150,Schaltgetriebe,Benzin,"6,3 l/100 km",143 g/km,55020.0,Xcellence 1.5 TSI NAVI+RFK+SHZ+LED+PDC
citroen,Citroen C5 X,grau,02/2023,2023,35990,165,224,Automatik,Hybrid,"1,2 l/100 km",28 g/km,100.0,Hybrid 225 Start&Stopp e-EAT8
citroen,Citroen Grand C4 SpaceTourer,grau,04/2021,2021,27999,96,131,Automatik,Benzin,,- (g/km),19288.0,BlueHDi 130 Stop&Start EAT8 SHINE
opel,Opel Corsa,rot,09/2019,2019,12490,66,90,Schaltgetriebe,Benzin,"6,8 l/100 km",153 g/km,31202.0,E 1.4 Color Edition Klimaauto SHZ PDC
nissan,Nissan Qashqai,schwarz,03/2021,2021,21280,116,158,Automatik,Benzin,"5,7 l/100 km",130 g/km,87492.0,1.3l Shiro Automatik +Navi +Sitzheiz.
volkswagen,Volkswagen Touran,beige,03/2015,2015,18300,103,140,Automatik,Diesel,"5,2 l/100 km",135 g/km,88322.0,Cup BMT 1-Hand / Open Sky / ab-AHK / BI-Xenon
seat,SEAT Leon,rot,02/2022,2022,25590,96,131,Schaltgetriebe,Benzin,"4,9 l/100 km",112 g/km,3500.0,Leon 1.5 TSI FR 96 kW (131 PS) 6-Gang
mercedes-benz,Mercedes-Benz Marco Polo,weiß,07/2017,2017,59300,140,190,Automatik,Diesel,"6,7 l/100 km",177 g/km,105385.0,250 d 4MATIC EDITION LED AHK Leder Autom./Klima
audi,Audi A4,schwarz,07/2019,2019,22490,110,150,Automatik,Diesel,"4,3 l/100 km",114 g/km,100000.0,"35 TDI S tronic 1-Hand Navi Xenon Kamera 17"""
seat,SEAT Arona,schwarz,09/2022,2022,26630,81,110,Automatik,Benzin,"6,2 l/100 km",141 g/km,3500.0,1.0 TSI Style DSG
mercedes-benz,Mercedes-Benz C 63 AMG,weiß,04/2021,2021,89770,375,510,Automatik,Benzin,"10,6 l/100 km",243 g/km,20811.0,C63S AMG|PERFORMANCE SITZE&ABGAS|WIDESCREEN|VOLL
bmw,BMW 218,blau,10/2021,2021,30924,100,136,Automatik,Benzin,"5,2 l/100 km",120 g/km,10000.0,Sport Line  Dienstwagen BMW
seat,SEAT Mii,weiß,04/2019,2019,9998,55,75,Automatik,Benzin,"4,6 l/100 km",109 g/km,109000.0,"1,0 AUTOMATIK 5-türig STYLE KLIMA"
mercedes-benz,Mercedes-Benz GLS 580,blau,06/2020,2020,122900,360,489,Automatik,Benzin,,246 g/km,31340.0,4MATIC*BRABUS*BURMESTER*PANO*360°*6-SITZ
volkswagen,Volkswagen Polo,rot,03/2020,2020,20390,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,22454.0,POLO 2.0 TSI GTI DSG SHZ PDC APP KLIMAAUTOMATIK
skoda,Skoda Fabia,blau,02/2023,2023,19950,70,95,Schaltgetriebe,Benzin,"5,4 l/100 km",121 g/km,8.0,"III Combi 1,0 TSI Ambition ALU DAB PDC SHZ"
dacia,Dacia,schwarz,03/2023,2023,23400,74,101,Schaltgetriebe,Benzin,6 l/100 km,138 g/km,1000.0,Extreme+ 1.0 TCe 100 ECO-G 7-Sitzer Navi LED Apple
land-rover,Land Rover Range Rover Sport,schwarz,05/2019,2019,72990,225,306,Automatik,Diesel,"7,5 l/100 km",198 g/km,55000.0,HSE*ACC*Pano*AHK*Head-UP*Pixel
skoda,Skoda Fabia,blau,05/2022,2022,19660,70,95,Schaltgetriebe,Benzin,"4,7 l/100 km",105 g/km,9700.0,Combi 1.0l TSI Ambition Tour *Front Assist
land-rover,Land Rover Range Rover Evoque,schwarz,03/2018,2018,33990,177,241,Automatik,Diesel,,- (g/km),79971.0,SE Dynamic
mercedes-benz,Mercedes-Benz GLA 200,braun,03/2014,2014,15490,100,136,Schaltgetriebe,Diesel,"4,3 l/100 km",114 g/km,183419.0,CDI NAVI/LEDER/XENON/PDC
seat,SEAT Tarraco,grau,08/2019,2019,28880,110,150,Schaltgetriebe,Diesel,6 l/100 km,"159,8 g/km",66690.0,2.0TDI XCELLENCE DSG AHK DAB LED ACC Navi
volkswagen,Volkswagen T4 Kombi,blau,01/1999,1999,8999,85,116,Schaltgetriebe,Benzin,"13,4 l/100 km",322 g/km,216156.0,"Transporter 2,5 1. Hd./TÜV neu 8-Sitzer"
volkswagen,Volkswagen Passat Variant,schwarz,09/2020,2020,23990,110,150,Automatik,Benzin,"6,5 l/100 km",148 g/km,73638.0,Business 1.5 TSI Navi Kamera
audi,Audi A5,blau,02/2021,2021,39888,195,265,Automatik,Benzin,8 l/100 km,"181,7 g/km",40968.0,Sportback 45 TFSI quattro S tronic S-Line*Navi*VC
volkswagen,Volkswagen Tiguan,silber,07/2021,2021,41980,180,245,Automatik,Hybrid,"1,6 l/100 km",35 g/km,9568.0,1.4 TSI eHybrid R-Line Alu Matrix-LED AHK N
porsche,Porsche 911,schwarz,06/2017,2017,154889,397,540,Automatik,Benzin,"9,1 l/100 km",212 g/km,21500.0,Turbo ex. WW TOP NEUZUSTAND APPROVED KD NEU
seat,SEAT Ibiza,weiß,10/2020,2020,17677,85,116,Automatik,Benzin,"5,8 l/100 km",132 g/km,39818.0,1.0 STYLE CAM NAVI LM15 EINPARKHILFE
mercedes-benz,Mercedes-Benz E 220,silber,09/2018,2018,30495,143,194,Automatik,Diesel,"4,9 l/100 km",126 g/km,65580.0,d T 4M Avantgarde LED ParkSpurSpgl-Pkt AHK  Klima
seat,SEAT Ibiza,blau,03/2020,2020,14960,70,95,Schaltgetriebe,Benzin,"4,6 l/100 km",104 g/km,35947.0,Style 1.0 TSI Rückfahrkamera GJR Full Link Navi
volkswagen,Volkswagen Golf Variant,blau,11/1999,1999,1950,55,75,Schaltgetriebe,Benzin,"6,8 l/100 km",163 g/km,183000.0,1
hyundai,Hyundai iX35,schwarz,10/2014,2014,11500,85,116,Schaltgetriebe,Diesel,"5,3 l/100 km",- (g/km),71000.0,ix35 1.7 CRDi 2WD Fifa World Cup Edition
mercedes-benz,Mercedes-Benz A 180,grau,06/2013,2013,12990,90,122,Schaltgetriebe,Benzin,"5,5 l/100 km",130 g/km,143680.0,BlueEfficiency Bi-Xenon Assistent+ Totwinkel Leder
mazda,Mazda CX-60,weiß,04/2023,2023,55995,187,254,Automatik,Diesel,"5,3 l/100 km",139 g/km,5000.0,e-SKYACTIV-D 254 AWD Homura Panodach/Driver Assist
seat,SEAT Tarraco,schwarz,06/2019,2019,39995,140,190,Automatik,Diesel,"5,6 l/100 km",147 g/km,61342.0,2.0 TDI Xcellence 4Drive DSG LED ACC
renault,Renault Talisman,schwarz,04/2018,2018,20440,147,200,Automatik,Benzin,"5,6 l/100 km",133 g/km,95850.0,Grandtour 1.6 TCe 200 Energy Initiale Paris
volkswagen,Volkswagen Passat,silber,09/2000,2000,2250,74,101,Schaltgetriebe,Benzin,8 l/100 km,192 g/km,226000.0,1.6 Comfortline * Neuer Tüv u. Service *
maserati,Maserati GranCabrio,blau,07/2012,2012,67900,323,439,Automatik,Benzin,,- (g/km),84000.0,RÜCKFAHRKAMERA 20 ZOLL LEDER NAVI
audi,Audi TT,silber,12/2001,2001,5799,132,179,Schaltgetriebe,Benzin,"8,3 l/100 km",197 g/km,128000.0,Coupe/Roadster 1.8 T Roadster*Klima*Leder*SHZ
audi,Audi Q5,schwarz,08/2010,2010,13490,176,239,Automatik,Diesel,"7,5 l/100 km",199 g/km,217000.0,3.0 TDI Quattro/TÜV AU NEU/Leder/Xenon/2.Hand
mini,MINI One,rot,03/2018,2018,15990,75,102,Schaltgetriebe,Benzin,"4,9 l/100 km",112 g/km,61500.0,Mini 5-trg. John Cooper Works  Exterieur
volvo,Volvo XC60,blau,11/2019,2019,32900,140,190,Automatik,Diesel,"4,9 l/100 km",129 g/km,59464.0,Momentum Pro 2WD D4 EU6d-T LED Navi Keyless Kurven
opel,Opel Mokka X,grau,04/2018,2018,13490,103,140,Automatik,Benzin,"6,2 l/100 km",144 g/km,30621.0,Jam ecoFlex 1.4 JAM ecoFLEX KLIMA PDC INTELLILINK
volkswagen,Volkswagen Polo,silber,04/2019,2019,16590,70,95,Automatik,Benzin,"4,6 l/100 km",105 g/km,36000.0,1.0 Comfortline DSG Klima 5-Tür 1. Hd
mazda,Mazda CX-5,grau,12/2019,2019,26390,110,150,Automatik,Diesel,"5,5 l/100 km",143 g/km,56131.0,Kangei/LED/Navi/360°Kamera/AHK/Head Up/Alu
hyundai,Hyundai KONA,grau,08/2018,2018,21390,130,177,Automatik,Benzin,7 l/100 km,189 g/km,32166.0,KONA 1.6 T-GDI DCT 4WD PREMIUM NAVI+SITZPAKET+GL
bmw,BMW 318,silber,02/2006,2006,4999,105,143,Schaltgetriebe,Benzin,"7,4 l/100 km",180 g/km,193300.0,318i Edition Exclusive
volkswagen,Volkswagen Golf,blau,03/2019,2019,24770,135,184,Automatik,Diesel,"5,4 l/100 km","141,7 g/km",70992.0,VII 2.0 GTD DSG *ACC *LED *NAVI *SHZ *
ford,Ford Kuga,,01/2018,2018,25990,110,150,Schaltgetriebe,Benzin,"6,3 l/100 km",145 g/km,52365.0,1.5 EcoBoost 2x4 Titanium
volkswagen,Volkswagen T6.1 California,rot,06/2023,2023,66220,110,150,Schaltgetriebe,Diesel,"6,7 l/100 km",177 g/km,1.0,"6.1 2,0TDi Beach Camper Edition 110 kW (150 PS)..."
toyota,Toyota RAV 4,braun,04/2017,2017,30880,145,197,Automatik,Hybrid,5 l/100 km,117 g/km,39890.0,2.5 4x4 Hyb Exe Kamera Leder SHZ AHK Navi L-Heizun
skoda,Skoda Octavia,schwarz,11/2015,2015,11999,110,150,Automatik,Diesel,,115 g/km,184500.0,Combi Edition
bmw,BMW X3,grau,03/2015,2015,23700,140,190,Automatik,Diesel,"5,2 l/100 km",138 g/km,122950.0,xDrive20d Aut. M Sport Ahk Pano°gr.Navi+HUP
volvo,Volvo XC60,schwarz,07/2018,2018,37990,140,190,Automatik,Diesel,"5,8 l/100 km",153 g/km,52300.0,D4 Inscription AWD Stdhzg. AHK Cam Navi
ford,Ford Transit Custom,weiß,01/2023,2023,65990,110,150,Schaltgetriebe,Diesel,"7,9 l/100 km",206 g/km,50.0,Nugget Aufstelldach Trail Fliegenschutztür Teilled
citroen,Citroen Berlingo,weiß,04/2023,2023,26980,75,102,Schaltgetriebe,Diesel,,- (g/km),1001.0,Kasten L1 1.5 HDi 100 Klima PDC AHK
seat,SEAT Ateca,rot,03/2023,2023,31990,110,150,Schaltgetriebe,Benzin,"5,7 l/100 km",131 g/km,548.0,Style 1.5 TSI 5JAHRE/150000
peugeot,Peugeot 308,rot,08/2022,2022,22990,96,131,Automatik,Benzin,"5,9 l/100 km",133 g/km,200.0,Active Pack *AUTOMATIK*
volkswagen,Volkswagen Golf,schwarz,03/2012,2012,7999,63,86,Schaltgetriebe,Benzin,"5,5 l/100 km",129 g/km,118450.0,VI 1.2 TSI Trendline/Klima/Allwetter/HU0924
seat,SEAT Leon,weiß,11/2015,2015,12999,92,125,Schaltgetriebe,Benzin,"5,2 l/100 km",120 g/km,93989.0,ST 1.4 TSI Start
ford,Ford Mondeo,weiß,10/2018,2018,14990,121,165,Schaltgetriebe,Benzin,"6,4 l/100 km",145 g/km,83000.0,Turnier Business Edition
audi,Audi A5,silber,11/2015,2015,20990,130,177,Schaltgetriebe,Benzin,"5,5 l/100 km",130 g/km,77500.0,Coupe 1.8 TFSI
dacia,Dacia Duster,weiß,02/2018,2018,12880,92,125,Schaltgetriebe,Benzin,"6,1 l/100 km",138 g/km,61878.0,Blackshadow TCe 125 Navi PDC Sitzheizung
nissan,Nissan Qashqai,schwarz,01/2023,2023,36990,140,190,Automatik,Benzin,"5,4 l/100 km",121 g/km,7500.0,1.5 e-Power N-Connecta*360°CAM*NAVI*WIFI
seat,SEAT Ibiza,schwarz,10/2020,2020,19490,85,116,Schaltgetriebe,Benzin,"4,7 l/100 km",107 g/km,36550.0,1.0 TSI 6-Gang FR ACC+LED+Navi+DAB+SHZ
hyundai,Hyundai TUCSON,weiß,07/2016,2016,19980,136,185,Automatik,Diesel,"6,5 l/100 km",170 g/km,127954.0,2.0 CRDi 136kW Style 4WD Automatik Pano
honda,Honda Civic,schwarz,08/2019,2019,25990,134,182,Schaltgetriebe,Benzin,,- (g/km),29613.0,1.5 VTEC Turbo Sport Plus NAVI LED PANO
nissan,Nissan Navara,schwarz,08/2018,2018,38990,158,215,Automatik,Diesel,"6,9 l/100 km",183 g/km,81250.0,DC 4x4 Autmatik Arctic Trucks AT32 Winde Standhzg.
volkswagen,Volkswagen Golf Plus,silber,06/2006,2006,3500,85,116,Schaltgetriebe,Benzin,"7,4 l/100 km",175 g/km,242000.0,Comfortline V (5M1)
volkswagen,Volkswagen T5 Multivan,blau,12/2015,2015,23600,103,140,Schaltgetriebe,Diesel,"7,5 l/100 km",- (g/km),199578.0,Multivan Special
hyundai,Hyundai i30,schwarz,11/2019,2019,19990,103,140,Schaltgetriebe,Benzin,"5,9 l/100 km",- (g/km),59000.0,i30 1.4 T-GDI Fastback Premium
bmw,BMW 320,blau,01/2000,2000,9900,110,150,Automatik,Benzin,"9,1 l/100 km",- (g/km),151000.0,Cabrio
volkswagen,Volkswagen Polo,silber,08/2019,2019,13870,59,80,Schaltgetriebe,Diesel,,0 g/km,54301.0,1.6 TDI Trend GRA*SITZHEIZ*TELEFON*PDC
renault,Renault Espace,blau,05/2001,2001,1250,103,140,Schaltgetriebe,Benzin,"8,9 l/100 km",- (g/km),205000.0,Espace 2.0 Privilege
smart,smart forTwo,silber,03/2010,2010,5490,62,84,Automatik,Benzin,"5,4 l/100 km",125 g/km,152800.0,fortwo cabrio Basis*SHZ*84PS*ALU*
alfa-romeo,Alfa Romeo Giulietta,schwarz,05/2012,2012,4790,88,120,Schaltgetriebe,Benzin,"6,4 l/100 km",152 g/km,176835.0,Super KLIMA ALU
kia,Kia Rio,grau,01/2020,2020,15950,88,,Schaltgetriebe,Benzin,"5,1 l/100 km",118 g/km,65100.0,"Platinum Edition 1,0 Turbo 120 PS Navi, Kame"
seat,SEAT Ateca,schwarz,06/2022,2022,36840,110,150,Automatik,Benzin,"5,6 l/100 km",127 g/km,2900.0,FR 1.5 TSI DSG Navigation. Panoramad
audi,Audi A6,silber,03/2005,2005,5000,130,177,Automatik,Benzin,"9,6 l/100 km",- (g/km),210000.0,2.4 multitronic
bmw,BMW Z3,silber,06/1997,1997,21599,142,193,Schaltgetriebe,Benzin,"9,4 l/100 km",- (g/km),124000.0,Roadster 2.8 LEDER~SITZHEIZUNG
opel,Opel Insignia,,10/2016,2016,6650,88,120,Schaltgetriebe,Diesel,"3,9 l/100 km",104 g/km,195000.0,1.6 CDTI Sports Tourer  Xenon
mitsubishi,Mitsubishi Eclipse Cross,weiß,03/2021,2021,31950,138,188,Automatik,Hybrid,,45 km Reichweite,35936.0,2.4 Top Hybrid 4WD HUD LED PANO
skoda,Skoda Scala,grau,05/2020,2020,18280,85,116,Automatik,Diesel,"5,1 l/100 km",134 g/km,78142.0,1.6 TDI DSG AMBITION LED NAVI CLIMATRONIC
seat,SEAT Alhambra,blau,06/2022,2022,42290,110,150,Automatik,Benzin,"7,1 l/100 km",163 g/km,1001.0,1.4 TSI FR-Line-NAVI*CAM*SHZ*AHK*
ford,Ford Mondeo,grau,07/2016,2016,19777,132,179,Automatik,Diesel,,- (g/km),82337.0,Turnier Titanium  Allrad
seat,SEAT Leon,schwarz,11/2018,2018,18990,110,150,Schaltgetriebe,Benzin,"5,8 l/100 km",132 g/km,92990.0,1.5 TSI ACT 150 PS FR
opel,Opel Meriva,grau,07/2015,2015,11890,88,120,Schaltgetriebe,Benzin,"5,9 l/100 km",139 g/km,48974.0,B 1.4 Style*1.HAND*SCHECKHEFT*GARANTIE*KAMERA*
renault,Renault Kadjar,rot,01/2022,2022,26999,103,140,Automatik,Benzin,"5,6 l/100 km",127 g/km,19618.0,Black Edition 1.3 TCe 140 EU6d LED Navi Keyless+AU
